id,stage,record_type,prompt,response,text,source_basis,source_url,quality_score,dataset_version
1325,해결책·실현가능성,피드백,,완성 제품을 한 번에 만들려 해 검증 속도가 느립니다. 지금은 최소 기능 제품을 중심으로 다시 쓰고 기술 검증 결과를 추가하세요.,코칭 피드백: 완성 제품을 한 번에 만들려 해 검증 속도가 느립니다. 지금은 최소 기능 제품을 중심으로 다시 쓰고 기술 검증 결과를 추가하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1326,해결책·실현가능성,피드백,,최소 기능 제품이 주장만 있고 근거가 없습니다. 기술 검증 결과를 제시한 뒤 MVP 범위까지 연결하세요.,코칭 피드백: 최소 기능 제품이 주장만 있고 근거가 없습니다. 기술 검증 결과를 제시한 뒤 MVP 범위까지 연결하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1327,해결책·실현가능성,피드백,,한 슬라이드에 정보가 너무 많습니다. 최소 기능 제품과 기술 검증 결과만 남기고 나머지는 부록으로 옮기세요.,코칭 피드백: 한 슬라이드에 정보가 너무 많습니다. 최소 기능 제품과 기술 검증 결과만 남기고 나머지는 부록으로 옮기세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1328,해결책·실현가능성,피드백,,심사 관점에서 최소 기능 제품의 설득력이 부족합니다. 두 주 안에 시험 가능한 최소 기능을 정하세요.,코칭 피드백: 심사 관점에서 최소 기능 제품의 설득력이 부족합니다. 두 주 안에 시험 가능한 최소 기능을 정하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1329,해결책·실현가능성,다음 행동,,두 주 안에 시험 가능한 최소 기능을 정하세요. 완료 후 기술 검증 결과를 확인하고 결과를 MVP 범위 형태로 한 문장에 정리하세요.,다음 행동: 두 주 안에 시험 가능한 최소 기능을 정하세요. 완료 후 기술 검증 결과를 확인하고 결과를 MVP 범위 형태로 한 문장에 정리하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1330,해결책·실현가능성,다음 행동,,오늘 안에 최소 기능 제품 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.,다음 행동: 오늘 안에 최소 기능 제품 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1331,해결책·실현가능성,다음 행동,,기술 검증 결과를 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 두 주 안에 시험 가능한 최소 기능을 정하세요.,다음 행동: 기술 검증 결과를 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 두 주 안에 시험 가능한 최소 기능을 정하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1332,해결책·실현가능성,다음 행동,,최소 기능 제품 관련 가설을 하나만 선택하고 MVP 범위를 기준으로 검증 계획을 세우세요.,다음 행동: 최소 기능 제품 관련 가설을 하나만 선택하고 MVP 범위를 기준으로 검증 계획을 세우세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1333,해결책·실현가능성,심사 Q&A,최소 기능 제품의 근거는 무엇인가요?,기술 검증 결과를 수치 또는 사례로 제시하고 MVP 범위를 설명하세요.,심사위원 질문: 최소 기능 제품의 근거는 무엇인가요? 답변 준비: 기술 검증 결과를 수치 또는 사례로 제시하고 MVP 범위를 설명하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1334,해결책·실현가능성,심사 Q&A,왜 지금 최소 기능 제품이 중요한가요?,최근 변화와 기술 검증 결과를 연결해 답하세요.,심사위원 질문: 왜 지금 최소 기능 제품이 중요한가요? 답변 준비: 최근 변화와 기술 검증 결과를 연결해 답하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1335,해결책·실현가능성,심사 Q&A,'완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.'라는 우려에 어떻게 답하겠습니까?,한계를 인정한 뒤 두 주 안에 시험 가능한 최소 기능을 정하세요.,심사위원 질문: '완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.'라는 우려에 어떻게 답하겠습니까? 답변 준비: 한계를 인정한 뒤 두 주 안에 시험 가능한 최소 기능을 정하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1336,해결책·실현가능성,심사 Q&A,최소 기능 제품이 실제 실행으로 이어진다는 증거가 있나요?,기술 검증 결과와 다음 마일스톤을 함께 제시하세요.,심사위원 질문: 최소 기능 제품이 실제 실행으로 이어진다는 증거가 있나요? 답변 준비: 기술 검증 결과와 다음 마일스톤을 함께 제시하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1337,해결책·실현가능성,피치 문장,,우리는 최소 기능 제품을 기술 검증 결과로 검증하고 이를 통해 MVP 범위를 만들겠습니다.,피치덱 문장 예시: 우리는 최소 기능 제품을 기술 검증 결과로 검증하고 이를 통해 MVP 범위를 만들겠습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1338,해결책·실현가능성,피치 문장,,"현재 핵심 과제는 최소 기능 제품이며, 우선 두 주 안에 시험 가능한 최소 기능을 정하세요.","피치덱 문장 예시: 현재 핵심 과제는 최소 기능 제품이며, 우선 두 주 안에 시험 가능한 최소 기능을 정하세요.","문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1339,해결책·실현가능성,피치 문장,,'완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.'라는 문제를 해결하기 위해 최소 기능 제품을 명확히 하고 기술 검증 결과를 기준으로 실행합니다.,피치덱 문장 예시: '완성 제품을 한 번에 만들려 해 검증 속도가 느립니다.'라는 문제를 해결하기 위해 최소 기능 제품을 명확히 하고 기술 검증 결과를 기준으로 실행합니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1340,해결책·실현가능성,피치 문장,,다음 단계에서는 최소 기능 제품을 구체화해 MVP 범위를 완성하겠습니다.,피치덱 문장 예시: 다음 단계에서는 최소 기능 제품을 구체화해 MVP 범위를 완성하겠습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1341,해결책·실현가능성,코칭 대화,사용자가 경험할 첫 가치를 어떻게 정리해야 하나요?,사용 전과 후의 변화를 수치로 표현하세요. 그다음 사용자 테스트를 붙이면 고객 가치 지표 형태로 정리할 수 있습니다.,창업가 질문: 사용자가 경험할 첫 가치를 어떻게 정리해야 하나요? 코치 답변: 사용 전과 후의 변화를 수치로 표현하세요. 그다음 사용자 테스트를 붙이면 고객 가치 지표 형태로 정리할 수 있습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1342,해결책·실현가능성,코칭 대화,제 피치덱에서 사용자가 경험할 첫 가치가 약한 것 같아요?,기술 설명은 있으나 고객이 얻는 변화가 없습니다. 사용 전과 후의 변화를 수치로 표현하세요.,창업가 질문: 제 피치덱에서 사용자가 경험할 첫 가치가 약한 것 같아요? 코치 답변: 기술 설명은 있으나 고객이 얻는 변화가 없습니다. 사용 전과 후의 변화를 수치로 표현하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1343,해결책·실현가능성,코칭 대화,사용자가 경험할 첫 가치를 한 장에 담을 수 있을까요?,핵심 주장 하나와 사용자 테스트 하나만 남기고 결과를 고객 가치 지표 형태로 정리하세요.,창업가 질문: 사용자가 경험할 첫 가치를 한 장에 담을 수 있을까요? 코치 답변: 핵심 주장 하나와 사용자 테스트 하나만 남기고 결과를 고객 가치 지표 형태로 정리하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1344,해결책·실현가능성,코칭 대화,심사위원이 사용자가 경험할 첫 가치를 물으면 뭐라고 답해야 하나요?,결론부터 말한 뒤 사용자 테스트를 제시하고 마지막에 고객 가치 지표로 연결하세요.,창업가 질문: 심사위원이 사용자가 경험할 첫 가치를 물으면 뭐라고 답해야 하나요? 코치 답변: 결론부터 말한 뒤 사용자 테스트를 제시하고 마지막에 고객 가치 지표로 연결하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1345,해결책·실현가능성,피드백,,기술 설명은 있으나 고객이 얻는 변화가 없습니다. 지금은 사용자가 경험할 첫 가치를 중심으로 다시 쓰고 사용자 테스트를 추가하세요.,코칭 피드백: 기술 설명은 있으나 고객이 얻는 변화가 없습니다. 지금은 사용자가 경험할 첫 가치를 중심으로 다시 쓰고 사용자 테스트를 추가하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1346,해결책·실현가능성,피드백,,사용자가 경험할 첫 가치가 주장만 있고 근거가 없습니다. 사용자 테스트를 제시한 뒤 고객 가치 지표까지 연결하세요.,코칭 피드백: 사용자가 경험할 첫 가치가 주장만 있고 근거가 없습니다. 사용자 테스트를 제시한 뒤 고객 가치 지표까지 연결하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1347,해결책·실현가능성,피드백,,한 슬라이드에 정보가 너무 많습니다. 사용자가 경험할 첫 가치와 사용자 테스트만 남기고 나머지는 부록으로 옮기세요.,코칭 피드백: 한 슬라이드에 정보가 너무 많습니다. 사용자가 경험할 첫 가치와 사용자 테스트만 남기고 나머지는 부록으로 옮기세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1348,해결책·실현가능성,피드백,,심사 관점에서 사용자가 경험할 첫 가치의 설득력이 부족합니다. 사용 전과 후의 변화를 수치로 표현하세요.,코칭 피드백: 심사 관점에서 사용자가 경험할 첫 가치의 설득력이 부족합니다. 사용 전과 후의 변화를 수치로 표현하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1349,해결책·실현가능성,다음 행동,,사용 전과 후의 변화를 수치로 표현하세요. 완료 후 사용자 테스트를 확인하고 결과를 고객 가치 지표 형태로 한 문장에 정리하세요.,다음 행동: 사용 전과 후의 변화를 수치로 표현하세요. 완료 후 사용자 테스트를 확인하고 결과를 고객 가치 지표 형태로 한 문장에 정리하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1350,해결책·실현가능성,다음 행동,,오늘 안에 사용자가 경험할 첫 가치 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 기술 설명은 있으나 고객이 얻는 변화가 없습니다.,다음 행동: 오늘 안에 사용자가 경험할 첫 가치 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 기술 설명은 있으나 고객이 얻는 변화가 없습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1351,해결책·실현가능성,다음 행동,,사용자 테스트를 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 사용 전과 후의 변화를 수치로 표현하세요.,다음 행동: 사용자 테스트를 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 사용 전과 후의 변화를 수치로 표현하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1352,해결책·실현가능성,다음 행동,,사용자가 경험할 첫 가치 관련 가설을 하나만 선택하고 고객 가치 지표를 기준으로 검증 계획을 세우세요.,다음 행동: 사용자가 경험할 첫 가치 관련 가설을 하나만 선택하고 고객 가치 지표를 기준으로 검증 계획을 세우세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1353,해결책·실현가능성,심사 Q&A,사용자가 경험할 첫 가치의 근거는 무엇인가요?,사용자 테스트를 수치 또는 사례로 제시하고 고객 가치 지표를 설명하세요.,심사위원 질문: 사용자가 경험할 첫 가치의 근거는 무엇인가요? 답변 준비: 사용자 테스트를 수치 또는 사례로 제시하고 고객 가치 지표를 설명하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1354,해결책·실현가능성,심사 Q&A,왜 지금 사용자가 경험할 첫 가치가 중요한가요?,최근 변화와 사용자 테스트를 연결해 답하세요.,심사위원 질문: 왜 지금 사용자가 경험할 첫 가치가 중요한가요? 답변 준비: 최근 변화와 사용자 테스트를 연결해 답하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1355,해결책·실현가능성,심사 Q&A,'기술 설명은 있으나 고객이 얻는 변화가 없습니다.'라는 우려에 어떻게 답하겠습니까?,한계를 인정한 뒤 사용 전과 후의 변화를 수치로 표현하세요.,심사위원 질문: '기술 설명은 있으나 고객이 얻는 변화가 없습니다.'라는 우려에 어떻게 답하겠습니까? 답변 준비: 한계를 인정한 뒤 사용 전과 후의 변화를 수치로 표현하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1356,해결책·실현가능성,심사 Q&A,사용자가 경험할 첫 가치가 실제 실행으로 이어진다는 증거가 있나요?,사용자 테스트와 다음 마일스톤을 함께 제시하세요.,심사위원 질문: 사용자가 경험할 첫 가치가 실제 실행으로 이어진다는 증거가 있나요? 답변 준비: 사용자 테스트와 다음 마일스톤을 함께 제시하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1357,해결책·실현가능성,피치 문장,,우리는 사용자가 경험할 첫 가치를 사용자 테스트로 검증하고 이를 통해 고객 가치 지표를 만들겠습니다.,피치덱 문장 예시: 우리는 사용자가 경험할 첫 가치를 사용자 테스트로 검증하고 이를 통해 고객 가치 지표를 만들겠습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1358,해결책·실현가능성,피치 문장,,"현재 핵심 과제는 사용자가 경험할 첫 가치이며, 우선 사용 전과 후의 변화를 수치로 표현하세요.","피치덱 문장 예시: 현재 핵심 과제는 사용자가 경험할 첫 가치이며, 우선 사용 전과 후의 변화를 수치로 표현하세요.","문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1359,해결책·실현가능성,피치 문장,,'기술 설명은 있으나 고객이 얻는 변화가 없습니다.'라는 문제를 해결하기 위해 사용자가 경험할 첫 가치를 명확히 하고 사용자 테스트를 기준으로 실행합니다.,피치덱 문장 예시: '기술 설명은 있으나 고객이 얻는 변화가 없습니다.'라는 문제를 해결하기 위해 사용자가 경험할 첫 가치를 명확히 하고 사용자 테스트를 기준으로 실행합니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1360,해결책·실현가능성,피치 문장,,다음 단계에서는 사용자가 경험할 첫 가치를 구체화해 고객 가치 지표를 완성하겠습니다.,피치덱 문장 예시: 다음 단계에서는 사용자가 경험할 첫 가치를 구체화해 고객 가치 지표를 완성하겠습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1361,해결책·실현가능성,코칭 대화,개발 가능한 범위를 어떻게 정리해야 하나요?,현재 자원으로 구현 가능한 범위를 다시 계산하세요. 그다음 개발 인력과 기간을 붙이면 개발 가능성 설명 형태로 정리할 수 있습니다.,창업가 질문: 개발 가능한 범위를 어떻게 정리해야 하나요? 코치 답변: 현재 자원으로 구현 가능한 범위를 다시 계산하세요. 그다음 개발 인력과 기간을 붙이면 개발 가능성 설명 형태로 정리할 수 있습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1362,해결책·실현가능성,코칭 대화,제 피치덱에서 개발 가능한 범위가 약한 것 같아요?,현재 인력과 기간으로 가능한 범위가 불명확합니다. 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,창업가 질문: 제 피치덱에서 개발 가능한 범위가 약한 것 같아요? 코치 답변: 현재 인력과 기간으로 가능한 범위가 불명확합니다. 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1363,해결책·실현가능성,코칭 대화,개발 가능한 범위를 한 장에 담을 수 있을까요?,핵심 주장 하나와 개발 인력과 기간 하나만 남기고 결과를 개발 가능성 설명 형태로 정리하세요.,창업가 질문: 개발 가능한 범위를 한 장에 담을 수 있을까요? 코치 답변: 핵심 주장 하나와 개발 인력과 기간 하나만 남기고 결과를 개발 가능성 설명 형태로 정리하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1364,해결책·실현가능성,코칭 대화,심사위원이 개발 가능한 범위를 물으면 뭐라고 답해야 하나요?,결론부터 말한 뒤 개발 인력과 기간을 제시하고 마지막에 개발 가능성 설명으로 연결하세요.,창업가 질문: 심사위원이 개발 가능한 범위를 물으면 뭐라고 답해야 하나요? 코치 답변: 결론부터 말한 뒤 개발 인력과 기간을 제시하고 마지막에 개발 가능성 설명으로 연결하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1365,해결책·실현가능성,피드백,,현재 인력과 기간으로 가능한 범위가 불명확합니다. 지금은 개발 가능한 범위를 중심으로 다시 쓰고 개발 인력과 기간을 추가하세요.,코칭 피드백: 현재 인력과 기간으로 가능한 범위가 불명확합니다. 지금은 개발 가능한 범위를 중심으로 다시 쓰고 개발 인력과 기간을 추가하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1366,해결책·실현가능성,피드백,,개발 가능한 범위가 주장만 있고 근거가 없습니다. 개발 인력과 기간을 제시한 뒤 개발 가능성 설명까지 연결하세요.,코칭 피드백: 개발 가능한 범위가 주장만 있고 근거가 없습니다. 개발 인력과 기간을 제시한 뒤 개발 가능성 설명까지 연결하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1367,해결책·실현가능성,피드백,,한 슬라이드에 정보가 너무 많습니다. 개발 가능한 범위와 개발 인력과 기간만 남기고 나머지는 부록으로 옮기세요.,코칭 피드백: 한 슬라이드에 정보가 너무 많습니다. 개발 가능한 범위와 개발 인력과 기간만 남기고 나머지는 부록으로 옮기세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1368,해결책·실현가능성,피드백,,심사 관점에서 개발 가능한 범위의 설득력이 부족합니다. 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,코칭 피드백: 심사 관점에서 개발 가능한 범위의 설득력이 부족합니다. 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1369,해결책·실현가능성,다음 행동,,현재 자원으로 구현 가능한 범위를 다시 계산하세요. 완료 후 개발 인력과 기간을 확인하고 결과를 개발 가능성 설명 형태로 한 문장에 정리하세요.,다음 행동: 현재 자원으로 구현 가능한 범위를 다시 계산하세요. 완료 후 개발 인력과 기간을 확인하고 결과를 개발 가능성 설명 형태로 한 문장에 정리하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1370,해결책·실현가능성,다음 행동,,오늘 안에 개발 가능한 범위 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 현재 인력과 기간으로 가능한 범위가 불명확합니다.,다음 행동: 오늘 안에 개발 가능한 범위 초안을 작성하고 다음 피드백을 기준으로 점검하세요. 현재 인력과 기간으로 가능한 범위가 불명확합니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1371,해결책·실현가능성,다음 행동,,개발 인력과 기간을 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,다음 행동: 개발 인력과 기간을 확보할 수 있는 자료나 인터뷰를 세 건 찾은 뒤 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1372,해결책·실현가능성,다음 행동,,개발 가능한 범위 관련 가설을 하나만 선택하고 개발 가능성 설명을 기준으로 검증 계획을 세우세요.,다음 행동: 개발 가능한 범위 관련 가설을 하나만 선택하고 개발 가능성 설명을 기준으로 검증 계획을 세우세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1373,해결책·실현가능성,심사 Q&A,개발 가능한 범위의 근거는 무엇인가요?,개발 인력과 기간을 수치 또는 사례로 제시하고 개발 가능성 설명을 설명하세요.,심사위원 질문: 개발 가능한 범위의 근거는 무엇인가요? 답변 준비: 개발 인력과 기간을 수치 또는 사례로 제시하고 개발 가능성 설명을 설명하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1374,해결책·실현가능성,심사 Q&A,왜 지금 개발 가능한 범위가 중요한가요?,최근 변화와 개발 인력과 기간을 연결해 답하세요.,심사위원 질문: 왜 지금 개발 가능한 범위가 중요한가요? 답변 준비: 최근 변화와 개발 인력과 기간을 연결해 답하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1375,해결책·실현가능성,심사 Q&A,'현재 인력과 기간으로 가능한 범위가 불명확합니다.'라는 우려에 어떻게 답하겠습니까?,한계를 인정한 뒤 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,심사위원 질문: '현재 인력과 기간으로 가능한 범위가 불명확합니다.'라는 우려에 어떻게 답하겠습니까? 답변 준비: 한계를 인정한 뒤 현재 자원으로 구현 가능한 범위를 다시 계산하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1376,해결책·실현가능성,심사 Q&A,개발 가능한 범위가 실제 실행으로 이어진다는 증거가 있나요?,개발 인력과 기간과 다음 마일스톤을 함께 제시하세요.,심사위원 질문: 개발 가능한 범위가 실제 실행으로 이어진다는 증거가 있나요? 답변 준비: 개발 인력과 기간과 다음 마일스톤을 함께 제시하세요.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
1377,해결책·실현가능성,피치 문장,,우리는 개발 가능한 범위를 개발 인력과 기간으로 검증하고 이를 통해 개발 가능성 설명을 만들겠습니다.,피치덱 문장 예시: 우리는 개발 가능한 범위를 개발 인력과 기간으로 검증하고 이를 통해 개발 가능성 설명을 만들겠습니다.,"문제인식, 실현가능성, 성장전략, 팀구성 중심의 서류평가 기준",https://www.k-startup.go.kr/web/cskin/jobJson.do?reqFileSqno=T0lLn,4,source-informed synthetic
